secCode,年度,ESGスコア
4166,2021,1.62
4166,2022,3.13
4166,2023,3.78
4166,2024,1.78
4166,2025,2.75
4167,2021,2.78
4167,2022,1.86
4167,2023,3.26
4167,2024,1.58
4167,2025,3.04
4168,2021,1.45
4168,2022,2.94
4168,2023,2.25
4168,2024,2.81
4168,2025,2.73
4169,2021,4.63
4169,2022,2.96
4169,2023,4.27
4169,2024,1.9
4169,2025,2.41
416A,2021,1.3
416A,2022,2.68
416A,2023,3.67
416A,2024,4.35
416A,2025,3.26
4170,2021,3.56
4170,2022,1.71
4170,2023,1.15
4170,2024,4.17
4170,2025,1.67
4171,2021,1.36
4171,2022,4.75
4171,2023,4.85
4171,2024,3.47
4171,2025,2.51
4172,2021,4.33
4172,2022,1.82
4172,2023,2.72
4172,2024,2.43
4172,2025,4.65
4174,2021,4.68
4174,2022,3.6
4174,2023,1.44
4174,2024,2.93
4174,2025,1.98
4175,2021,4.54
4175,2022,1.55
4175,2023,1.22
4175,2024,3.82
4175,2025,2.81
4176,2021,4.35
4176,2022,1.3
4176,2023,4.2
4176,2024,1.15
4176,2025,1.11
4177,2021,2.85
4177,2022,1.89
4177,2023,3.37
4177,2024,1.1
4177,2025,1.14
4178,2021,3.91
4178,2022,1.84
4178,2023,3.63
4178,2024,4.0
4178,2025,1.24
4179,2021,4.08
4179,2022,2.07
4179,2023,2.56
4179,2024,1.35
4179,2025,4.35
417A,2021,3.24
417A,2022,3.02
417A,2023,4.87
417A,2024,2.34
417A,2025,4.56
4180,2021,3.88
4180,2022,4.71
4180,2023,4.63
4180,2024,4.96
4180,2025,1.53
4182,2021,4.18
4182,2022,4.22
4182,2023,3.58
4182,2024,2.12
4182,2025,4.86
4183,2021,1.82
4183,2022,3.0
4183,2023,3.09
4183,2024,1.65
4183,2025,3.89
4186,2021,1.36
4186,2022,3.77
4186,2023,4.39
4186,2024,2.4
4186,2025,3.84
4187,2021,1.63
4187,2022,4.38
4187,2023,4.81
4187,2024,1.61
4187,2025,3.77
4188,2021,3.02
4188,2022,3.13
4188,2023,3.83
4188,2024,2.95
4188,2025,3.4
4189,2021,1.92
4189,2022,2.51
4189,2023,4.46
4189,2024,1.44
4189,2025,3.39
4192,2021,1.74
4192,2022,4.39
4192,2023,3.32
4192,2024,2.61
4192,2025,2.0
4193,2021,2.75
4193,2022,4.83
4193,2023,3.04
4193,2024,2.88
4193,2025,3.99
4194,2021,2.52
4194,2022,2.71
4194,2023,2.35
4194,2024,1.6
4194,2025,3.86
4196,2021,4.49
4196,2022,4.62
4196,2023,4.52
4196,2024,2.81
4196,2025,2.14
4197,2021,3.55
4197,2022,4.82
4197,2023,3.91
4197,2024,2.98
4197,2025,3.76
4198,2021,4.09
4198,2022,4.68
4198,2023,4.05
4198,2024,2.73
4198,2025,2.09
4199,2021,3.0
4199,2022,2.31
4199,2023,4.77
4199,2024,3.03
4199,2025,2.89
419A,2021,2.39
419A,2022,3.56
419A,2023,3.08
419A,2024,1.52
419A,2025,4.48
4202,2021,2.44
4202,2022,2.73
4202,2023,1.82
4202,2024,3.21
4202,2025,3.81
4203,2021,4.52
4203,2022,1.21
4203,2023,4.89
4203,2024,3.82
4203,2025,2.14
4204,2021,1.82
4204,2022,2.18
4204,2023,4.5
4204,2024,2.17
4204,2025,2.85
4205,2021,3.82
4205,2022,4.49
4205,2023,3.63
4205,2024,4.01
4205,2025,1.69
4206,2021,4.51
4206,2022,2.1
4206,2023,1.51
4206,2024,4.9
4206,2025,1.81
4208,2021,1.55
4208,2022,3.5
4208,2023,2.28
4208,2024,1.53
4208,2025,3.4
4212,2021,4.04
4212,2022,4.17
4212,2023,1.62
4212,2024,3.23
4212,2025,4.25
4216,2021,1.64
4216,2022,1.83
4216,2023,1.01
4216,2024,3.1
4216,2025,1.78
4218,2021,3.9
4218,2022,4.85
4218,2023,1.84
4218,2024,3.6
4218,2025,1.85
421A,2021,1.07
421A,2022,4.03
421A,2023,2.74
421A,2024,4.79
421A,2025,3.14
4220,2021,1.63
4220,2022,2.8
4220,2023,1.81
4220,2024,4.51
4220,2025,3.76
4221,2021,2.36
4221,2022,3.11
4221,2023,3.68
4221,2024,4.13
4221,2025,1.32
4222,2021,1.09
4222,2022,1.46
4222,2023,2.58
4222,2024,2.87
4222,2025,1.55
4224,2021,2.64
4224,2022,2.77
4224,2023,1.44
4224,2024,4.67
4224,2025,3.4
4228,2021,2.55
4228,2022,3.03
4228,2023,2.26
4228,2024,4.42
4228,2025,3.3
4229,2021,2.98
4229,2022,4.64
4229,2023,4.35
4229,2024,4.25
4229,2025,1.9
422A,2021,1.61
422A,2022,3.76
422A,2023,2.87
422A,2024,3.73
422A,2025,4.04
4231,2021,2.18
4231,2022,2.14
4231,2023,2.96
4231,2024,2.09
4231,2025,3.67
4234,2021,3.99
4234,2022,2.89
4234,2023,3.9
4234,2024,3.04
4234,2025,3.85
4235,2021,1.9
4235,2022,3.96
4235,2023,3.86
4235,2024,2.07
4235,2025,3.22
4237,2021,4.42
4237,2022,2.0
4237,2023,3.94
4237,2024,4.82
4237,2025,4.46
4238,2021,2.61
4238,2022,3.43
4238,2023,4.97
4238,2024,3.27
4238,2025,1.46
423A,2021,1.18
423A,2022,4.16
423A,2023,2.69
423A,2024,1.99
423A,2025,2.39
4240,2021,4.03
4240,2022,2.86
4240,2023,4.47
4240,2024,3.94
4240,2025,4.9
4241,2021,4.55
4241,2022,2.02
4241,2023,3.64
4241,2024,1.08
4241,2025,4.96
4242,2021,2.04
4242,2022,3.66
4242,2023,4.4
4242,2024,1.64
4242,2025,4.39
4243,2021,1.05
4243,2022,2.77
4243,2023,2.89
4243,2024,2.5
4243,2025,3.35
4245,2021,4.66
4245,2022,2.31
4245,2023,3.32
4245,2024,4.51
4245,2025,4.09
4246,2021,1.16
4246,2022,4.77
4246,2023,1.19
4246,2024,3.36
4246,2025,3.3
4247,2021,4.15
4247,2022,1.59
4247,2023,1.72
4247,2024,4.01
4247,2025,1.6
4248,2021,2.88
4248,2022,3.93
4248,2023,3.6
4248,2024,1.84
4248,2025,2.22
4249,2021,4.88
4249,2022,2.79
4249,2023,1.18
4249,2024,1.88
4249,2025,2.37
4251,2021,5.0
4251,2022,2.21
4251,2023,1.11
4251,2024,3.05
4251,2025,1.33
4255,2021,2.1
4255,2022,4.97
4255,2023,3.82
4255,2024,1.2
4255,2025,2.79
4256,2021,1.69
4256,2022,1.49
4256,2023,3.35
4256,2024,3.02
4256,2025,3.97
4258,2021,4.57
4258,2022,1.99
4258,2023,4.69
4258,2024,3.07
4258,2025,2.04
4259,2021,4.38
4259,2022,1.14
4259,2023,3.24
4259,2024,3.89
4259,2025,2.12
4260,2021,4.45
4260,2022,1.96
4260,2023,4.36
4260,2024,1.31
4260,2025,1.64
4261,2021,2.52
4261,2022,4.42
4261,2023,1.58
4261,2024,4.5
4261,2025,1.92
4262,2021,2.81
4262,2022,2.41
4262,2023,1.47
4262,2024,4.78
4262,2025,2.75
4263,2021,3.76
4263,2022,3.3
4263,2023,3.01
4263,2024,3.47
4263,2025,4.59
4264,2021,3.8
4264,2022,3.13
4264,2023,3.58
4264,2024,3.43
4264,2025,2.73
4265,2021,3.5
4265,2022,2.77
4265,2023,4.03
4265,2024,4.88
4265,2025,4.84
4270,2021,4.28
4270,2022,3.41
4270,2023,4.0
4270,2024,1.71
4270,2025,2.92
4272,2021,2.03
4272,2022,1.01
4272,2023,4.87
4272,2024,4.46
4272,2025,3.05
4274,2021,2.02
4274,2022,3.77
4274,2023,2.74
4274,2024,4.21
4274,2025,5.0
4275,2021,2.4
4275,2022,1.98
4275,2023,2.07
4275,2024,1.37
4275,2025,2.58
4284,2021,1.07
4284,2022,1.46
4284,2023,2.09
4284,2024,1.64
4284,2025,3.93
4286,2021,1.42
4286,2022,4.46
4286,2023,1.88
4286,2024,1.43
4286,2025,1.04
4287,2021,3.86
4287,2022,2.03
4287,2023,3.04
4287,2024,1.45
4287,2025,4.94
4288,2021,1.5
4288,2022,2.65
4288,2023,4.41
4288,2024,1.98
4288,2025,2.07
428A,2021,4.23
428A,2022,2.09
428A,2023,1.01
428A,2024,2.71
428A,2025,1.05
4290,2021,4.64
4290,2022,3.57
4290,2023,3.33
4290,2024,1.81
4290,2025,3.8
4293,2021,3.71
4293,2022,1.24
4293,2023,4.52
4293,2024,3.32
4293,2025,4.17
4299,2021,2.05
4299,2022,1.49
4299,2023,3.81
4299,2024,4.18
4299,2025,2.54
429A,2021,1.09
429A,2022,4.27
429A,2023,1.82
429A,2024,2.36
429A,2025,3.51
4301,2021,1.4
4301,2022,1.29
4301,2023,1.1
4301,2024,4.67
4301,2025,2.25
4307,2021,3.64
4307,2022,4.96
4307,2023,3.68
4307,2024,3.1
4307,2025,3.08
4308,2021,2.51
4308,2022,3.4
4308,2023,4.84
4308,2024,4.15
4308,2025,2.7
430A,2021,2.33
430A,2022,4.53
430A,2023,1.54
430A,2024,4.4
430A,2025,2.02
4310,2021,3.86
4310,2022,4.22
4310,2023,2.91
4310,2024,1.77
4310,2025,4.38
4316,2021,2.47
4316,2022,2.28
4316,2023,3.04
4316,2024,2.74
4316,2025,3.73
4317,2021,1.55
4317,2022,2.74
4317,2023,4.57
4317,2024,1.14
4317,2025,2.83
4318,2021,3.64
4318,2022,4.55
4318,2023,3.38
4318,2024,4.3
4318,2025,1.89
431A,2021,2.41
431A,2022,4.77
431A,2023,4.54
431A,2024,3.23
431A,2025,2.9
4320,2021,2.8
4320,2022,1.24
4320,2023,4.57
4320,2024,4.27
4320,2025,2.83
4323,2021,2.12
4323,2022,2.37
4323,2023,1.49
4323,2024,3.89
4323,2025,3.23
4324,2021,1.94
4324,2022,3.49
4324,2023,4.92
4324,2024,1.49
4324,2025,2.83
4326,2021,2.98
4326,2022,1.67
4326,2023,3.13
4326,2024,3.42
4326,2025,1.63
432A,2021,1.62
432A,2022,4.43
432A,2023,2.25
432A,2024,3.52
432A,2025,3.51
4331,2021,4.36
4331,2022,3.96
4331,2023,4.36
4331,2024,3.5
4331,2025,2.8
4334,2021,2.57
4334,2022,2.52
4334,2023,2.67
4334,2024,1.52
4334,2025,2.7
4335,2021,2.56
4335,2022,1.14
4335,2023,2.1
4335,2024,4.01
4335,2025,3.31
4337,2021,4.22
4337,2022,3.17
4337,2023,4.42
4337,2024,4.18
4337,2025,1.39
433A,2021,4.91
433A,2022,1.06
433A,2023,3.39
433A,2024,4.17
433A,2025,2.33
4341,2021,3.39
4341,2022,2.45
4341,2023,1.24
4341,2024,1.03
4341,2025,1.38
4343,2021,1.39
4343,2022,3.44
4343,2023,3.1
4343,2024,2.82
4343,2025,3.77
4344,2021,1.07
4344,2022,2.08
4344,2023,4.11
4344,2024,4.64
4344,2025,2.75
4345,2021,1.33
4345,2022,4.19
4345,2023,4.54
4345,2024,2.65
4345,2025,1.97
4346,2021,1.18
4346,2022,3.36
4346,2023,4.64
4346,2024,3.71
4346,2025,2.27
4347,2021,3.57
4347,2022,4.33
4347,2023,2.9
4347,2024,4.28
4347,2025,2.57
434A,2021,2.39
434A,2022,3.33
434A,2023,2.86
434A,2024,4.91
434A,2025,3.07
4350,2021,2.54
4350,2022,2.58
4350,2023,3.19
4350,2024,2.42
4350,2025,3.89
4351,2021,2.52
4351,2022,2.54
4351,2023,3.47
4351,2024,1.24
4351,2025,3.62
4356,2021,3.02
4356,2022,2.81
4356,2023,3.88
4356,2024,4.03
4356,2025,4.39
4360,2021,2.5
4360,2022,2.31
4360,2023,3.86
4360,2024,3.33
4360,2025,3.53
4361,2021,3.22
4361,2022,4.09
4361,2023,1.76
4361,2024,3.22
4361,2025,1.63
4362,2021,2.63
4362,2022,3.66
4362,2023,2.97
4362,2024,2.52
4362,2025,4.54
4365,2021,4.09
4365,2022,3.11
4365,2023,4.8
4365,2024,2.7
4365,2025,4.15
4366,2021,1.67
4366,2022,2.14
4366,2023,2.35
4366,2024,1.42
4366,2025,3.01
4367,2021,1.77
4367,2022,3.54
4367,2023,1.76
4367,2024,1.49
4367,2025,4.88
4368,2021,3.63
4368,2022,4.75
4368,2023,2.96
4368,2024,1.13
4368,2025,3.3
4369,2021,3.23
4369,2022,1.06
4369,2023,4.44
4369,2024,3.48
4369,2025,3.98
436A,2021,2.98
436A,2022,3.47
436A,2023,2.03
436A,2024,4.9
436A,2025,2.6
4370,2021,1.65
4370,2022,1.22
4370,2023,3.54
4370,2024,4.93
4370,2025,4.58
4371,2021,3.81
4371,2022,4.96
4371,2023,3.89
4371,2024,2.36
4371,2025,3.4
4372,2021,1.32
4372,2022,1.89
4372,2023,2.67
4372,2024,1.81
4372,2025,4.81
4373,2021,4.98
4373,2022,2.48
4373,2023,3.84
4373,2024,2.63
4373,2025,1.56
4374,2021,2.35
4374,2022,1.93
4374,2023,2.31
4374,2024,1.86
4374,2025,1.45
4375,2021,1.87
4375,2022,4.62
4375,2023,1.34
4375,2024,2.3
4375,2025,3.11
4376,2021,2.42
4376,2022,3.07
4376,2023,1.17
4376,2024,3.59
4376,2025,3.25
4377,2021,3.72
4377,2022,3.27
4377,2023,2.75
4377,2024,2.4
4377,2025,1.91
4378,2021,3.0
4378,2022,1.1
4378,2023,2.31
4378,2024,3.71
4378,2025,1.43
4379,2021,1.25
4379,2022,3.61
4379,2023,2.59
4379,2024,4.21
4379,2025,4.75
437A,2021,4.83
437A,2022,2.7
437A,2023,2.06
437A,2024,3.43
437A,2025,3.51
4380,2021,3.49
4380,2022,2.29
4380,2023,1.26
4380,2024,1.84
4380,2025,1.62
4381,2021,1.5
4381,2022,4.71
4381,2023,1.06
4381,2024,3.41
4381,2025,4.79
4382,2021,2.44
4382,2022,3.11
4382,2023,3.78
4382,2024,2.27
4382,2025,2.91
4385,2021,4.27
4385,2022,3.98
4385,2023,4.23
4385,2024,4.95
4385,2025,2.48
4386,2021,3.99
4386,2022,3.41
4386,2023,3.67
4386,2024,3.96
4386,2025,4.0
4387,2021,4.54
4387,2022,2.4
4387,2023,3.61
4387,2024,2.12
4387,2025,3.38
4388,2021,4.0
4388,2022,4.16
4388,2023,2.68
4388,2024,3.03
4388,2025,2.34
4389,2021,1.68
4389,2022,2.04
4389,2023,4.65
4389,2024,2.24
4389,2025,4.9
438A,2021,1.97
438A,2022,3.89
438A,2023,3.3
438A,2024,3.79
438A,2025,3.58
4390,2021,3.83
4390,2022,4.62
4390,2023,3.25
4390,2024,1.27
4390,2025,2.08
4391,2021,3.83
4391,2022,2.98
4391,2023,3.19
4391,2024,3.39
4391,2025,2.53
4392,2021,4.1
4392,2022,3.89
4392,2023,3.86
4392,2024,3.86
4392,2025,4.56
4393,2021,3.38
4393,2022,4.87
4393,2023,1.48
4393,2024,3.53
4393,2025,3.87
4394,2021,2.91
4394,2022,2.15
4394,2023,3.2
4394,2024,2.46
4394,2025,4.64
4395,2021,2.43
4395,2022,1.7
4395,2023,3.31
4395,2024,2.58
4395,2025,1.38
4396,2021,3.26
4396,2022,3.15
4396,2023,1.69
4396,2024,3.39
4396,2025,3.27
4397,2021,4.09
4397,2022,2.45
4397,2023,2.0
4397,2024,4.8
4397,2025,3.24
4398,2021,1.11
4398,2022,4.28
4398,2023,1.79
4398,2024,4.14
4398,2025,3.82
439A,2021,4.88
439A,2022,4.86
439A,2023,2.1
439A,2024,4.07
439A,2025,2.27
4401,2021,3.52
4401,2022,3.39
4401,2023,1.22
4401,2024,1.02
4401,2025,1.23
4403,2021,1.51
4403,2022,2.03
4403,2023,4.63
4403,2024,3.07
4403,2025,4.19
4404,2021,4.35
4404,2022,3.94
4404,2023,2.57
4404,2024,4.46
4404,2025,3.97
4406,2021,3.97
4406,2022,4.61
4406,2023,3.39
4406,2024,3.11
4406,2025,4.56
4409,2021,2.82
4409,2022,4.25
4409,2023,1.22
4409,2024,1.01
4409,2025,3.11
4410,2021,1.29
4410,2022,4.91
4410,2023,1.02
4410,2024,3.87
4410,2025,1.97
4412,2021,4.87
4412,2022,2.53
4412,2023,1.11
4412,2024,1.11
4412,2025,3.21
4413,2021,4.95
4413,2022,4.92
4413,2023,2.35
4413,2024,2.93
4413,2025,1.4
4414,2021,3.09
4414,2022,3.4
4414,2023,2.0
4414,2024,3.45
4414,2025,4.6
4415,2021,1.0
4415,2022,1.92
4415,2023,1.84
4415,2024,1.5
4415,2025,1.66
4416,2021,3.5
4416,2022,1.41
4416,2023,3.95
4416,2024,4.55
4416,2025,4.71
4417,2021,3.64
4417,2022,1.79
4417,2023,1.34
4417,2024,1.93
4417,2025,4.85
4418,2021,4.85
4418,2022,2.53
4418,2023,2.3
4418,2024,3.04
4418,2025,2.17
4419,2021,4.92
4419,2022,1.88
4419,2023,2.48
4419,2024,2.72
4419,2025,1.5
441A,2021,2.53
441A,2022,4.43
441A,2023,1.56
441A,2024,3.34
441A,2025,2.63
4420,2021,1.68
4420,2022,1.05
4420,2023,2.09
4420,2024,1.25
4420,2025,2.51
4421,2021,4.24
4421,2022,3.88
4421,2023,4.79
4421,2024,2.71
4421,2025,3.83
4422,2021,3.66
4422,2022,1.87
4422,2023,2.21
4422,2024,3.12
4422,2025,4.19
4424,2021,2.85
4424,2022,1.91
4424,2023,4.97
4424,2024,1.46
4424,2025,4.82
4425,2021,4.24
4425,2022,4.36
4425,2023,4.18
4425,2024,1.83
4425,2025,3.53
4426,2021,4.03
4426,2022,3.98
4426,2023,2.09
4426,2024,1.72
4426,2025,2.31
4427,2021,2.92
4427,2022,3.3
4427,2023,4.35
4427,2024,4.08
4427,2025,3.7
4428,2021,2.05
4428,2022,2.92
4428,2023,2.34
4428,2024,1.94
4428,2025,1.04
4429,2021,2.36
4429,2022,2.02
4429,2023,3.29
4429,2024,1.25
4429,2025,2.08
442A,2021,1.18
442A,2022,3.57
442A,2023,3.27
442A,2024,2.35
442A,2025,1.59
4430,2021,4.83
4430,2022,3.34
4430,2023,3.72
4430,2024,3.13
4430,2025,4.23
4431,2021,4.59
4431,2022,2.53
4431,2023,3.76
4431,2024,1.92
4431,2025,3.61
4432,2021,2.6
4432,2022,1.03
4432,2023,4.82
4432,2024,4.47
4432,2025,2.16
4433,2021,4.99
4433,2022,2.27
4433,2023,2.84
4433,2024,4.41
4433,2025,2.22
4434,2021,2.8
4434,2022,3.66
4434,2023,1.52
4434,2024,2.69
4434,2025,2.24
4436,2021,3.71
4436,2022,1.54
4436,2023,1.93
4436,2024,3.85
4436,2025,1.62
4437,2021,2.69
4437,2022,3.85
4437,2023,4.06
4437,2024,1.38
4437,2025,4.41
4438,2021,3.9
4438,2022,2.36
4438,2023,4.06
4438,2024,3.91
4438,2025,3.4
4439,2021,3.23
4439,2022,3.94
4439,2023,5.0
4439,2024,3.31
4439,2025,4.23
4440,2021,3.98
4440,2022,4.42
4440,2023,4.82
4440,2024,1.77
4440,2025,1.66
4441,2021,3.35
4441,2022,2.8
4441,2023,3.28
4441,2024,4.19
4441,2025,4.73
4442,2021,2.67
4442,2022,3.87
4442,2023,1.79
4442,2024,3.14
4442,2025,1.09
4443,2021,3.02
4443,2022,3.18
4443,2023,3.94
4443,2024,3.6
4443,2025,2.43
4444,2021,1.02
4444,2022,1.46
4444,2023,4.89
4444,2024,4.69
4444,2025,2.3
4445,2021,2.04
4445,2022,2.75
4445,2023,3.76
4445,2024,2.43
4445,2025,1.27
4446,2021,2.61
4446,2022,2.04
4446,2023,2.3
4446,2024,1.65
4446,2025,3.64
4447,2021,3.11
4447,2022,2.08
4447,2023,3.22
4447,2024,2.97
4447,2025,4.18
4448,2021,4.82
4448,2022,1.52
4448,2023,4.54
4448,2024,3.82
4448,2025,3.77
4449,2021,2.5
4449,2022,2.38
4449,2023,1.02
4449,2024,4.93
4449,2025,3.43
444A,2021,2.61
444A,2022,3.18
444A,2023,1.16
444A,2024,1.69
444A,2025,3.49
4450,2021,3.06
4450,2022,4.15
4450,2023,3.63
4450,2024,3.41
4450,2025,4.26
4452,2021,1.27
4452,2022,3.76
4452,2023,3.86
4452,2024,2.1
4452,2025,1.78
445A,2021,1.86
445A,2022,1.79
445A,2023,3.1
445A,2024,1.54
445A,2025,3.64
4461,2021,1.42
4461,2022,1.11
4461,2023,2.28
4461,2024,1.77
4461,2025,4.95
4462,2021,2.21
4462,2022,1.89
4462,2023,1.79
4462,2024,2.5
4462,2025,3.42
4463,2021,4.13
4463,2022,2.46
4463,2023,3.5
4463,2024,2.93
4463,2025,4.39
4464,2021,3.28
4464,2022,2.16
4464,2023,3.81
4464,2024,4.28
4464,2025,2.86
4465,2021,4.95
4465,2022,4.52
4465,2023,1.79
4465,2024,4.15
4465,2025,3.4
446A,2021,3.14
446A,2022,3.06
446A,2023,4.41
446A,2024,3.44
446A,2025,3.15
4471,2021,1.2
4471,2022,2.79
4471,2023,4.63
4471,2024,3.85
4471,2025,1.2
4475,2021,4.54
4475,2022,4.31
4475,2023,3.19
4475,2024,1.09
4475,2025,3.25
4476,2021,1.22
4476,2022,2.28
4476,2023,3.52
4476,2024,4.65
4476,2025,2.43
4477,2021,4.44
4477,2022,4.67
4477,2023,1.08
4477,2024,1.96
4477,2025,3.84
4478,2021,4.03
4478,2022,2.57
4478,2023,3.63
4478,2024,3.45
4478,2025,3.96
4479,2021,3.87
4479,2022,1.34
4479,2023,1.63
4479,2024,1.53
4479,2025,4.73
4480,2021,4.65
4480,2022,4.19
4480,2023,1.47
4480,2024,3.3
4480,2025,1.75
4481,2021,2.47
4481,2022,2.07
4481,2023,4.32
4481,2024,1.58
4481,2025,3.58
4482,2021,4.94
4482,2022,3.75
4482,2023,1.32
4482,2024,4.63
4482,2025,3.57
4483,2021,2.83
4483,2022,3.64
4483,2023,4.52
4483,2024,2.91
4483,2025,3.13
4484,2021,2.81
4484,2022,1.29
4484,2023,4.15
4484,2024,1.51
4484,2025,2.58
4486,2021,2.55
4486,2022,2.12
4486,2023,2.61
4486,2024,3.47
4486,2025,2.25
4487,2021,1.69
4487,2022,4.48
4487,2023,4.88
4487,2024,2.83
4487,2025,2.31
4488,2021,1.19
4488,2022,1.15
4488,2023,2.57
4488,2024,4.72
4488,2025,3.92
4490,2021,2.4
4490,2022,4.87
4490,2023,2.72
4490,2024,2.11
4490,2025,2.71
4491,2021,1.85
4491,2022,4.54
4491,2023,2.44
4491,2024,3.63
4491,2025,2.56
4492,2021,4.61
4492,2022,3.57
4492,2023,2.95
4492,2024,1.53
4492,2025,4.61
4493,2021,3.19
4493,2022,2.14
4493,2023,4.51
4493,2024,1.22
4493,2025,2.26
4494,2021,3.15
4494,2022,2.36
4494,2023,2.91
4494,2024,2.06
4494,2025,1.52
4495,2021,1.15
4495,2022,1.63
4495,2023,4.81
4495,2024,3.3
4495,2025,2.96
4496,2021,2.54
4496,2022,3.83
4496,2023,1.57
4496,2024,2.1
4496,2025,3.62
4498,2021,2.92
4498,2022,4.08
4498,2023,4.59
4498,2024,4.29
4498,2025,1.74
4499,2021,1.37
4499,2022,1.68
4499,2023,4.13
4499,2024,4.66
4499,2025,4.7
4502,2021,2.19
4502,2022,4.36
4502,2023,3.14
4502,2024,4.29
4502,2025,3.19
4503,2021,1.58
4503,2022,1.32
4503,2023,4.83
4503,2024,2.7
4503,2025,2.4
4506,2021,2.43
4506,2022,2.52
4506,2023,4.78
4506,2024,1.25
4506,2025,1.48
4507,2021,4.16
4507,2022,3.2
4507,2023,1.51
4507,2024,1.14
4507,2025,1.9
4512,2021,2.04
4512,2022,1.06
4512,2023,1.86
4512,2024,3.95
4512,2025,4.42
4516,2021,4.59
4516,2022,2.56
4516,2023,2.28
4516,2024,5.0
4516,2025,4.08
4519,2021,3.15
4519,2022,2.02
4519,2023,2.29
4519,2024,3.06
4519,2025,3.17
4521,2021,1.05
4521,2022,4.84
4521,2023,3.3
4521,2024,3.36
4521,2025,1.85
4523,2021,4.06
4523,2022,3.95
4523,2023,1.38
4523,2024,3.38
4523,2025,3.63
4524,2021,4.34
4524,2022,1.82
4524,2023,4.51
4524,2024,2.85
4524,2025,1.39
4526,2021,1.42
4526,2022,1.79
4526,2023,2.13
4526,2024,2.99
4526,2025,4.0
4527,2021,1.75
4527,2022,4.97
4527,2023,1.65
4527,2024,3.4
4527,2025,4.72
4528,2021,4.33
4528,2022,3.59
4528,2023,3.86
4528,2024,1.54
4528,2025,1.04
4531,2021,2.74
4531,2022,1.36
4531,2023,2.43
4531,2024,1.89
4531,2025,4.67
4534,2021,4.52
4534,2022,4.28
4534,2023,3.86
4534,2024,1.62
4534,2025,1.19
4536,2021,3.62
4536,2022,3.57
4536,2023,2.48
4536,2024,2.89
4536,2025,2.96
4538,2021,1.96
4538,2022,2.26
4538,2023,2.67
4538,2024,3.41
4538,2025,4.82
4539,2021,3.15
4539,2022,3.92
4539,2023,4.23
4539,2024,1.45
4539,2025,3.61
4540,2021,2.93
4540,2022,3.29
4540,2023,1.15
4540,2024,4.62
4540,2025,4.81
4543,2021,1.01
4543,2022,1.85
4543,2023,1.72
4543,2024,4.13
4543,2025,3.39
4544,2021,1.71
4544,2022,4.26
4544,2023,2.41
4544,2024,2.84
4544,2025,2.55
4547,2021,3.09
4547,2022,2.92
4547,2023,2.1
4547,2024,2.7
4547,2025,4.63
4548,2021,3.01
4548,2022,4.67
4548,2023,3.2
4548,2024,4.08
4548,2025,2.17
4549,2021,4.16
4549,2022,2.06
4549,2023,1.08
4549,2024,1.64
4549,2025,1.09
4552,2021,4.79
4552,2022,5.0
4552,2023,4.05
4552,2024,1.43
4552,2025,4.6
4553,2021,3.98
4553,2022,2.33
4553,2023,3.01
4553,2024,3.65
4553,2025,1.1
4554,2021,3.01
4554,2022,3.93
4554,2023,1.75
4554,2024,2.78
4554,2025,3.13
4556,2021,3.94
4556,2022,4.86
4556,2023,4.39
4556,2024,3.49
4556,2025,3.33
4558,2021,3.41
4558,2022,3.18
4558,2023,1.24
4558,2024,3.79
4558,2025,3.87
4559,2021,3.05
4559,2022,4.48
4559,2023,3.69
4559,2024,2.45
4559,2025,1.08
455A,2021,1.24
455A,2022,2.41
455A,2023,2.85
455A,2024,1.67
455A,2025,1.76
4563,2021,1.92
4563,2022,4.12
4563,2023,4.09
4563,2024,2.53
4563,2025,1.69
4564,2021,1.44
4564,2022,1.35
4564,2023,2.57
4564,2024,1.18
4564,2025,2.33
4565,2021,4.85
4565,2022,3.03
4565,2023,4.29
4565,2024,1.52
4565,2025,2.07
4568,2021,4.79
4568,2022,2.53
4568,2023,3.59
4568,2024,4.9
4568,2025,3.2
4569,2021,2.22
4569,2022,3.13
4569,2023,1.22
4569,2024,1.45
4569,2025,1.03
456A,2021,4.54
456A,2022,3.69
456A,2023,2.19
456A,2024,1.88
456A,2025,3.73
4570,2021,4.68
4570,2022,2.2
4570,2023,2.29
4570,2024,4.42
4570,2025,4.57
4571,2021,4.66
4571,2022,2.17
4571,2023,1.48
4571,2024,2.76
4571,2025,2.18
4572,2021,4.54
4572,2022,1.15
4572,2023,3.54
4572,2024,4.62
4572,2025,4.91
4574,2021,3.6
4574,2022,4.8
4574,2023,1.3
4574,2024,2.44
4574,2025,1.03
4575,2021,4.92
4575,2022,4.61
4575,2023,1.11
4575,2024,1.07
4575,2025,2.47
4576,2021,2.03
4576,2022,4.39
4576,2023,1.64
4576,2024,4.16
4576,2025,3.22
4577,2021,2.51
4577,2022,1.58
4577,2023,4.99
4577,2024,3.47
4577,2025,2.76
4578,2021,2.48
4578,2022,4.62
4578,2023,4.28
4578,2024,4.24
4578,2025,3.46
4579,2021,4.55
4579,2022,2.2
4579,2023,3.81
4579,2024,2.62
4579,2025,3.4
457A,2021,4.99
457A,2022,4.94
457A,2023,3.05
457A,2024,3.3
457A,2025,4.59
4582,2021,4.94
4582,2022,4.11
4582,2023,1.26
4582,2024,2.29
4582,2025,4.59
4583,2021,4.07
4583,2022,3.97
4583,2023,3.67
